-0.018978;1.6408
-0.018878;1.6406
-0.018779;1.6421
-0.018679;1.6373
-0.018579;1.6369
-0.018479;1.635
-0.018379;1.639
-0.018279;1.6395
-0.018179;1.6402
-0.018079;1.6464
-0.017979;1.6364
-0.017879;1.6392
-0.017779;1.64
-0.017679;1.6418
-0.017579;1.6401
-0.017479;1.6401
-0.017379;1.6412
-0.01728;1.6357
-0.01718;1.6352
-0.01708;1.6371
-0.01698;1.6345
-0.01688;1.6393
-0.01678;1.6452
-0.01668;1.6404
-0.01658;1.6389
-0.01648;1.6364
-0.01638;1.6401
-0.01628;1.6406
-0.01618;1.6406
-0.01608;1.6396
-0.01598;1.6385
-0.01588;1.6392
-0.015781;1.6387
-0.015681;1.638
-0.015581;1.6387
-0.015481;1.6414
-0.015381;1.6424
-0.015281;1.6402
-0.015181;1.641
-0.015081;1.6422
-0.014981;1.6442
-0.014881;1.6453
-0.014781;1.6421
-0.014681;1.6369
-0.014581;1.6361
-0.014481;1.6372
-0.014381;1.639
-0.014282;1.6384
-0.014182;1.6392
-0.014082;1.6418
-0.013982;1.6434
-0.013882;1.6463
-0.013782;1.6355
-0.013682;1.6376
-0.013582;1.6431
-0.013482;1.6438
-0.013382;1.6331
-0.013282;1.6423
-0.013182;1.6338
-0.013082;1.6378
-0.012982;1.6362
-0.012883;1.6383
-0.012783;1.6411
-0.012683;1.6407
-0.012583;1.6422
-0.012483;1.6412
-0.012383;1.6396
-0.012283;1.6445
-0.012183;1.6393
-0.012083;1.6444
-0.011983;1.6377
-0.011883;1.6422
-0.011783;1.6375
-0.011683;1.6395
-0.011583;1.6426
-0.011483;1.6386
-0.011384;1.6432
-0.011284;1.639
-0.011184;1.6477
-0.011084;1.6403
-0.010984;1.6389
-0.010884;1.6423
-0.010784;1.6437
-0.010684;1.6455
-0.010584;1.6428
-0.010484;1.6399
-0.010384;1.637
-0.010284;1.6424
-0.010184;1.6385
-0.010084;1.6379
-0.0099845;1.6395
-0.0098845;1.6387
-0.0097846;1.6367
-0.0096847;1.6411
-0.0095847;1.6443
-0.0094848;1.6372
-0.0093849;1.6418
-0.0092849;1.6411
-0.009185;1.6418
-0.0090851;1.6391
-0.0089851;1.6371
-0.0088852;1.6402
-0.0087853;1.6378
-0.0086853;1.64
-0.0085854;1.6408
-0.0084855;1.6404
-0.0083855;1.642
-0.0082856;1.6404
-0.0081857;1.6417
-0.0080857;1.6399
-0.0079858;1.6386
-0.0078859;1.6431
-0.0077859;1.6419
-0.007686;1.6362
-0.0075861;1.6377
-0.0074861;1.6379
-0.0073862;1.6403
-0.0072863;1.6416
-0.0071863;1.6392
-0.0070864;1.6412
-0.0069865;1.6367
-0.0068866;1.6403
-0.0067866;1.6434
-0.0066867;1.635
-0.0065868;1.6357
-0.0064868;1.6392
-0.0063869;1.6361
-0.006287;1.6405
-0.006187;1.6414
-0.0060871;1.6406
-0.0059872;1.6384
-0.0058872;1.6385
-0.0057873;1.6365
-0.0056874;1.6378
-0.0055874;1.6405
-0.0054875;1.6408
-0.0053876;1.6405
-0.0052876;1.6398
-0.0051877;1.6436
-0.0050878;1.6349
-0.0049878;1.6409
-0.0048879;1.645
-0.004788;1.6403
-0.004688;1.6436
-0.0045881;1.6432
-0.0044882;1.6424
-0.0043882;1.6417
-0.0042883;1.644
-0.0041884;1.6407
-0.0040884;1.6381
-0.0039885;1.64
-0.0038886;1.6385
-0.0037886;1.6364
-0.0036887;1.6417
-0.0035888;1.6374
-0.0034888;1.6398
-0.0033889;1.6389
-0.003289;1.6348
-0.003189;1.6406
-0.0030891;1.6403
-0.0029892;1.6377
-0.0028892;1.6399
-0.0027893;1.6413
-0.0026894;1.6406
-0.0025895;1.6354
-0.0024895;1.6409
-0.0023896;1.6402
-0.0022897;1.6406
-0.0021897;1.6372
-0.0020898;1.6367
-0.0019899;1.6425
-0.0018899;1.6383
-0.00179;1.6422
-0.0016901;1.6445
-0.0015901;1.6413
-0.0014902;1.6377
-0.0013903;1.6395
-0.0012903;1.6434
-0.0011904;1.641
-0.0010905;1.6389
-0.00099053;1.6504
-0.0008906;1.6308
-0.00079067;1.6612
-0.00069073;1.463
-0.0005908;0.79928
-0.00049087;0.64327
-0.00039094;1.094
-0.000291;1.6436
-0.00019107;1.5024
-9.11E-05;1.6884
8.79E-06;2.4294
0.00010873;2.4121
0.00020866;2.2854
0.00030859;2.0905
0.00040852;2.3579
0.00050846;2.6105
0.00060839;1.8775
0.00070832;1.1921
0.00080825;0.79556
0.00090819;0.66227
0.0010081;0.72027
0.0011081;0.67421
0.001208;0.85227
0.0013079;1.5516
0.0014078;1.8473
0.0015078;2.1981
0.0016077;2.5033
0.0017076;2.5533
0.0018076;2.3393
0.0019075;2.4597
0.0020074;2.5675
0.0021074;2.2937
0.0022073;1.9243
0.0023072;1.1989
0.0024072;0.90709
0.0025071;1.2363
0.002607;1.3167
0.002707;0.91127
0.0028069;0.63549
0.0029068;0.98269
0.0030068;1.2131
0.0031067;1.579
0.0032066;2.3688
0.0033066;2.5421
0.0034065;2.3696
0.0035064;2.383
0.0036064;2.5471
0.0037063;2.5332
0.0038062;2.511
0.0039062;2.1261
0.0040061;1.1419
0.004106;0.72229
0.004206;0.87998
0.0043059;0.97258
0.0044058;1.0024
0.0045058;0.868
0.0046057;1.4246
0.0047056;1.6134
0.0048056;1.8302
0.0049055;2.2422
0.0050054;1.8862
0.0051054;2.0743
0.0052053;2.551
0.0053052;2.3842
0.0054052;2.2199
0.0055051;1.8891
0.005605;1.4411
0.0057049;1.3391
0.0058049;1.5767
0.0059048;1.712
0.0060047;1.3312
0.0061047;1.22
0.0062046;1.2083
0.0063045;1.1655
0.0064045;1.3676
0.0065044;1.5574
0.0066043;1.6153
0.0067043;1.6926
0.0068042;1.93
0.0069041;1.9071
0.0070041;1.93
0.007104;2.141
0.0072039;2.1712
0.0073039;2.0477
0.0074038;1.795
0.0075037;1.614
0.0076037;1.4438
0.0077036;1.2754
0.0078035;1.2272
0.0079035;1.0544
0.0080034;1.0129
0.0081033;1.1
0.0082033;1.2355
0.0083032;1.5093
0.0084031;1.7481
0.0085031;1.9163
0.008603;1.8343
0.0087029;2.077
0.0088029;2.2835
