184,1824
185,996
186,802
187,1364
188,2049
189,1873
190,2105
191,3029
192,3007
193,2849
194,2606
195,2939
196,3254
197,2341
198,1486
199,992
200,826
201,898
202,841
203,1062
204,1934
205,2303
206,2740
207,3121
208,3183
209,2916
210,3066
211,3201
212,2859
213,2399
214,1495
215,1131
216,1541
217,1641
218,1136
219,792
220,1225
221,1512
222,1968
223,2953
224,3169
225,2954
226,2971
227,3175
228,3158
229,3130
230,2651
231,1424
232,900
233,1097
234,1212
235,1250
236,1082
237,1776
238,2011
239,2282
240,2795
241,2351
242,2586
243,3180
244,2972
245,2767
246,2355
247,1797
248,1669
249,1966
250,2134
251,1660
252,1521
253,1506
254,1453
255,1705
256,1942
257,2014
258,2110
259,2406
260,2377
261,2406
262,2669
263,2707
264,2553
265,2238
266,2012
267,1800
268,1590
269,1530
270,1314
271,1263
272,1371
273,1540
274,1882
275,2179
276,2389
277,2287
278,2589
279,2847
280,2614
281,2438
282,2062
283,1710
284,1802
285,1790
286,1360
287,1115
288,1282
289,1619
290,1830
291,2076
292,2095
293,1958
294,2224
295,2486
296,2501
297,2397
298,2294
299,2205
300,2102
301,1853
302,1638
303,1624
304,1515
305,1460
306,1491
307,1590
308,1886
309,2043
310,2137
311,2308
312,2453
313,2515
314,2475
315,2390
316,2201
317,2027
318,1924
319,1778
320,1654
321,1595
322,1543
323,1633
324,1841
325,2038
326,2127
327,2173
328,2297
329,2380
330,2458
331,2361
332,2244
333,2211
334,2156
335,1994
336,1856
337,1881
338,1834
339,1789
340,1843
341,1901
342,2032
343,2109
344,2170
345,2259
346,2309
347,2358
348,2349
349,2283
350,2221
351,2184
352,2113
353,2005
354,1974
355,1931
356,1883
357,1952
358,1995
359,2007
360,2088
361,2190
362,2241
363,2271
364,2338
365,2317
366,2259
367,2250
