-7.47E-06,-0.08
-7.46E-06,-0.08
-7.44E-06,-0.12
-7.42E-06,-0.08
-7.41E-06,-0.08
-7.39E-06,-0.08
-7.38E-06,-0.12
-7.36E-06,-0.08
-7.34E-06,-0.12
-7.33E-06,-0.08
-7.31E-06,-0.12
-7.30E-06,-0.12
-7.28E-06,-0.08
-7.26E-06,-0.04
-7.25E-06,-0.12
-7.23E-06,-0.12
-7.22E-06,-0.12
-7.20E-06,-0.12
-7.18E-06,-0.08
-7.17E-06,-0.08
-7.15E-06,-0.12
-7.14E-06,-0.08
-7.12E-06,-0.12
-7.10E-06,-0.12
-7.09E-06,-0.08
-7.07E-06,-0.04
-7.06E-06,-0.12
-7.04E-06,-0.08
-7.02E-06,-0.24
-7.01E-06,-0.04
-6.99E-06,-0.24
-6.98E-06,-1.24
-6.96E-06,-1.92
-6.94E-06,-2.04
-6.93E-06,-2.08
-6.91E-06,-2.2
-6.90E-06,-1.96
-6.88E-06,-2.24
-6.86E-06,-2
-6.85E-06,-2.04
-6.83E-06,-2.04
-6.82E-06,-1.96
-6.80E-06,-2
-6.78E-06,-2.04
-6.77E-06,-1.92
-6.75E-06,-1.96
-6.74E-06,-1.28
-6.72E-06,-0.68
-6.70E-06,-0.12
-6.69E-06,0
-6.67E-06,-0.2
-6.66E-06,-0.08
-6.64E-06,-0.16
-6.62E-06,0
-6.61E-06,-0.12
-6.59E-06,-0.12
-6.58E-06,-0.04
-6.56E-06,-0.16
-6.54E-06,-0.08
-6.53E-06,-0.16
-6.51E-06,-0.12
-6.50E-06,0
-6.48E-06,0
-6.46E-06,-0.24
-6.45E-06,-1.04
-6.43E-06,-1.76
-6.42E-06,-2
-6.40E-06,-1.88
-6.38E-06,-2.24
-6.37E-06,-1.96
-6.35E-06,-2.16
-6.34E-06,-1.96
-6.32E-06,-1.92
-6.30E-06,-2.08
-6.29E-06,-1.96
-6.27E-06,-2
-6.26E-06,-2.04
-6.24E-06,-1.92
-6.22E-06,-2
-6.21E-06,-1.56
-6.19E-06,-0.76
-6.18E-06,-0.16
-6.16E-06,0
-6.14E-06,-0.12
-6.13E-06,0
-6.11E-06,-0.16
-6.10E-06,-0.04
-6.08E-06,-0.04
-6.06E-06,-0.16
-6.05E-06,0
-6.03E-06,-0.2
-6.02E-06,-0.08
-6.00E-06,-0.08
-5.98E-06,0
-5.97E-06,-0.04
-5.95E-06,-0.16
-5.94E-06,-0.08
-5.92E-06,-0.56
-5.90E-06,-1.56
-5.89E-06,-1.96
-5.87E-06,-2
-5.86E-06,-2.08
-5.84E-06,-2.12
-5.82E-06,-1.96
-5.81E-06,-2.08
-5.79E-06,-1.96
-5.78E-06,-1.96
-5.76E-06,-2
-5.74E-06,-1.92
-5.73E-06,-2.04
-5.71E-06,-1.84
-5.70E-06,-2
-5.68E-06,-1.96
-5.66E-06,-1.88
-5.65E-06,-1.96
-5.63E-06,-1.8
