Model,MSO2024
Firmware Version,1.35
,
Point Format,Y
Horizontal Units,S
Horizontal Scale,0.0002
Sample Interval,1.60E-08
Filter Frequency,2.00E+08
Record Length,125000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,MATH
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,0
-2.22E-04,-0.08
-2.22E-04,-0.08
-2.22E-04,-0.08
-2.22E-04,-0.08
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.04
-2.22E-04,-0.12
-2.22E-04,-0.04
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,0
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.08
-2.22E-04,-0.08
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.04
-2.22E-04,-0.08
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.22E-04,-0.04
-2.22E-04,-0.12
-2.22E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.04
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.04
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.08
-2.21E-04,-0.04
-2.21E-04,-0.2
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.04
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,0
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,0
-2.21E-04,-0.08
-2.21E-04,-0.04
-2.21E-04,0
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.12
-2.21E-04,-0.04
-2.21E-04,0
-2.21E-04,-0.12
-2.21E-04,0
-2.21E-04,-0.16
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.21E-04,-0.08
-2.21E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.08
-2.20E-04,-0.08
-2.20E-04,-0.04
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.16
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.04
-2.20E-04,-0.04
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.08
-2.20E-04,-0.08
-2.20E-04,-0.04
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.04
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.08
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.20E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.16
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.08
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.04
-2.19E-04,0
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.08
-2.19E-04,-0.08
-2.19E-04,-0.04
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.08
-2.19E-04,-0.04
-2.19E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.04
-2.19E-04,-0.08
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.04
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.19E-04,-0.04
-2.19E-04,-0.12
-2.19E-04,-0.2
-2.19E-04,0
-2.19E-04,-0.12
-2.19E-04,-0.08
-2.19E-04,-0.12
-2.19E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.08
-2.18E-04,-0.12
-2.18E-04,-0.04
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,0
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.2
-2.18E-04,0.08
-2.18E-04,0.04
-2.18E-04,-0.2
-2.18E-04,-0.2
-2.18E-04,0
-2.18E-04,-0.12
-2.18E-04,-0.04
-2.18E-04,-0.12
-2.18E-04,-0.08
-2.18E-04,-0.12
-2.18E-04,-0.04
-2.18E-04,-0.28
-2.18E-04,-0.04
-2.18E-04,0
-2.18E-04,-0.2
-2.18E-04,-0.12
-2.18E-04,-0.08
-2.18E-04,-0.08
-2.18E-04,-0.04
-2.18E-04,-0.08
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,0
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.08
-2.18E-04,-0.12
-2.18E-04,-0.08
-2.18E-04,-0.12
-2.18E-04,-0.04
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,0
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.08
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,-0.04
-2.18E-04,-0.12
-2.18E-04,-0.12
-2.18E-04,0
-2.18E-04,-0.2
-2.18E-04,0
-2.17E-04,-0.12
-2.17E-04,-0.2
-2.17E-04,0.08
-2.17E-04,-0.08
-2.17E-04,-0.2
-2.17E-04,0
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.04
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.2
-2.17E-04,0.08
-2.17E-04,-0.12
-2.17E-04,-0.2
-2.17E-04,0
-2.17E-04,-0.12
-2.17E-04,0
-2.17E-04,-0.12
-2.17E-04,-0.04
-2.17E-04,-0.04
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.04
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.04
-2.17E-04,-0.08
-2.17E-04,-0.08
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.04
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.04
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.08
-2.17E-04,-0.12
-2.17E-04,-0.16
-2.17E-04,-0.12
-2.17E-04,-0.08
-2.17E-04,-0.12
-2.17E-04,-0.12
-2.17E-04,-0.04
-2.17E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.04
-2.16E-04,-0.12
-2.16E-04,-0.04
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,0
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.12
-2.16E-04,0
-2.16E-04,-0.08
-2.16E-04,-0.08
-2.16E-04,-0.12
-2.16E-04,-0.08
-2.16E-04,0
-2.16E-04,-0.04
-2.16E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.04
-2.15E-04,-0.08
-2.15E-04,-0.04
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.04
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,0
-2.15E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.04
-2.15E-04,0
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.08
-2.15E-04,-0.08
-2.15E-04,-0.12
-2.15E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.08
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,0
-2.14E-04,-0.2
-2.14E-04,0
-2.14E-04,-0.16
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.04
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.08
-2.14E-04,-0.04
-2.14E-04,-0.04
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,0
-2.14E-04,-0.08
-2.14E-04,-0.12
-2.14E-04,-0.08
-2.14E-04,-0.08
-2.14E-04,-0.08
-2.14E-04,-0.08
-2.14E-04,0
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,0
-2.14E-04,-0.08
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,0
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.14E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.04
-2.13E-04,-0.2
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.08
-2.13E-04,-0.08
-2.13E-04,-0.08
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.13E-04,-0.12
-2.13E-04,-0.04
-2.13E-04,-0.08
-2.13E-04,-0.08
-2.13E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.2
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.04
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.04
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,0
-2.12E-04,-0.12
-2.12E-04,-0.08
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.12E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.04
-2.11E-04,-0.04
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.08
-2.11E-04,-0.04
-2.11E-04,-0.12
-2.11E-04,-0.04
-2.11E-04,-0.04
-2.11E-04,-0.2
-2.11E-04,-0.04
-2.11E-04,-0.12
-2.11E-04,-0.08
-2.11E-04,-0.12
-2.11E-04,-0.04
-2.11E-04,-0.04
-2.11E-04,-0.2
-2.11E-04,0.08
-2.11E-04,-0.12
-2.11E-04,0
-2.11E-04,-0.08
-2.11E-04,-0.04
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,0
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.04
-2.11E-04,-0.04
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.08
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,0
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,0
-2.11E-04,-0.12
-2.11E-04,0
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.04
-2.11E-04,-0.12
-2.11E-04,-0.08
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.11E-04,-0.08
-2.11E-04,-0.12
-2.11E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.04
-2.10E-04,-0.12
-2.10E-04,0
-2.10E-04,-0.12
-2.10E-04,-0.08
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.08
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,0
-2.10E-04,-0.08
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.08
-2.10E-04,-0.08
-2.10E-04,-0.04
-2.10E-04,-0.08
-2.10E-04,-0.12
-2.10E-04,0
-2.10E-04,-0.12
-2.10E-04,-0.08
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.08
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.04
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.10E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,0.04
-2.09E-04,-0.2
-2.09E-04,-0.08
-2.09E-04,0
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,0
-2.09E-04,-0.2
-2.09E-04,-0.12
-2.09E-04,0.04
-2.09E-04,-0.2
-2.09E-04,-0.12
-2.09E-04,-0.04
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.04
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.08
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.09E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.04
-2.08E-04,0
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.04
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.04
-2.08E-04,-0.2
-2.08E-04,-0.12
-2.08E-04,0
-2.08E-04,-0.08
-2.08E-04,-0.28
-2.08E-04,0
-2.08E-04,-0.12
-2.08E-04,-0.04
-2.08E-04,-0.12
-2.08E-04,-0.16
-2.08E-04,-0.12
-2.08E-04,-0.04
-2.08E-04,-0.28
-2.08E-04,-0.12
-2.08E-04,-0.04
-2.08E-04,-0.12
-2.08E-04,-0.2
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.04
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.08E-04,-0.08
-2.08E-04,-0.12
-2.08E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,0
-2.07E-04,-0.16
-2.07E-04,-0.08
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,0
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.12
-2.07E-04,-0.08
-2.07E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.04
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.08
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.06E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.08
-2.05E-04,-0.12
-2.05E-04,-0.08
-2.05E-04,-0.12
-2.05E-04,-0.08
-2.05E-04,-0.08
-2.05E-04,-0.12
-2.05E-04,-0.08
-2.05E-04,-0.08
-2.05E-04,-0.12
-2.05E-04,-0.08
-2.05E-04,-0.04
-2.05E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.12
-2.05E-04,-0.16
