-2,166
-2,166
-2,164
-2,166
-2,164
-2,166
-2,164
-2,166
-2,166
-2,164
-2,166
-2,164
-2,164
-2,166
-2,164
-2,166
-2,164
-2,166
-2,166
-2,164
-2,166
-2,166
-2,166
-2,166
-2,166
-2,164
-2,164
-2,166
-2,166
-2,164
-2,166
-2,164
-2,164
-2,166
-2,164
-2,164
-2,164
-2,166
-2,166
-2,162
-2,166
-2,164
-2,164
-2,164
-2,164
-2,166
-2,164
-2,164
-2,166
-2,166
-2,164
-2,166
-2,164
-2,164
-2,162
-2,166
-2,164
-2,164
-2,164
-2,160
-2,166
-2,162
-2,164
-2,162
-2,162
-2,164
-2,162
-2,162
-2,164
-2,162
-2,166
-2,160
-2,162
-2,164
-2,162
-2,164
-2,162
-2,162
-2,164
-2,164
-2,164
-2,164
-2,162
-2,162
-2,162
-2,162
-2,160
-2,164
-2,162
-2,162
-2,162
-2,164
-2,162
-2,164
-2,162
-2,166
-2,162
-2,162
-2,166
-2,164
-2,162
-2,164
-2,164
-2,164
-2,162
-2,164
-2,162
-2,164
-2,162
-2,164
-2,162
-2,162
-2,164
-2,164
-2,164
-2,164
-2,164
-2,164
-2,166
-2,164
-2,166
-2,164
-2,164
-2,164
-2,164
-2,166
-2,164
-2,164
-2,166
-2,164
-2,164
-2,164
-2,164
-2,166
-2,164
-2,164
-2,162
-2,164
-2,166
-2,164
-2,166
-2,164
-2,166
-2,166
-2,164
-2,166
-2,164
-2,164
-2,164
-2,162
-2,164
-2,164
-2,162
-2,164
-2,164
-2,166
-2,164
-2,164
-2,164
-2,162
-2,168
-2,166
-2,166
-2,166
-2,164
-2,168
-2,166
-2,166
-2,166
-2,164
-2,168
-2,164
-2,164
-2,166
-2,166
-2,166
-2,166
-2,166
-2,166
-2,164
-2,164
-2,166
-2,166
-2,164
-2,164
-2,164
-2,164
-2,164
-2,166
-2,164
-2,166
-2,166
-2,166
-2,164
-2,162
-2,164
-2,162
-2,162
-2,164
-2,162
-2,162
-2,162
-2,164
-2,162
-2,164
-2,166
-2,164
-2,164
-2,164
-2,164
-2,164
-2,164
-2,164
-2,164
-2,164
-2,166
-2,164
-2,162
-2,164
-2,164
-2,164
-2,162
-2,164
-2,164
-2,164
-2,164
-2,162
-2,162
-2,164
-2,162
-2,164
-2,162
-2,164
-2,162
-2,162
-2,162
-2,162
-2,162
-2,164
-2,162
-2,162
-2,162
-2,162
-2,164
-2,160
-2,162
-2,160
-2,160
-2,162
-2,162
-2,162
-2,162
-2,162
-2,162
-2,162
-2,164
-2,162
-2,160
-2,164
-2,162
-2,164
-2,162
-2,162
-2,162
-2,162
-2,164
-2,162
-2,162
-2,162
-2,162
-2,164
-2,162
-2,162
-2,164
-2,162
-1,164
-1,164
-1,162
-1,162
-1,162
-1,164
-1,162
-1,164
-1,164
-1,162
-1,164
-1,164
-1,164
-1,164
-1,164
-1,166
-1,164
-1,164
-1,166
-1,164
-1,164
-1,162
-1,162
-1,164
-1,162
-1,164
-1,164
-1,164
-1,166
-1,162
-1,164
-1,164
-1,164
-1,164
-1,162
-1,164
-1,162
-1,162
-1,166
-1,162
-1,164
-1,164
-1,164
-1,166
-1,164
-1,166
-1,164
-1,164
-1,166
-1,164
-1,166
-1,164
-1,164
-1,166
-1,164
-1,164
-1,166
-1,162
-1,164
-1,162
-1,166
-1,162
-1,164
-1,166
-1,166
-1,166
-1,164
-1,162
-1,168
-1,164
-1,164
-1,166
-1,164
-1,164
-1,164
-1,166
-1,166
-1,162
-1,164
-1,164
-1,164
-1,164
-1,162
-1,164
-1,164
-1,162
-1,164
-1,164
-1,166
-1,162
-1,164
-1,164
-1,162
-1,164
-1,162
-1,164
-1,162
-1,164
-1,162
-1,164
-1,164
-1,162
-1,164
-1,164
-1,164
-1,164
-1,164
-1,164
-1,166
-1,164
-1,164
-1,164
-1,162
-1,166
-1,164
-1,164
-1,164
-1,164
-1,164
-1,164
-1,166
-1,164
-1,166
-1,164
-1,164
-1,166
-1,166
-1,166
-1,164
-1,164
-1,166
-1,166
-1,166
-1,166
-1,164
-1,166
-1,164
-1,164
-1,166
-1,164
-1,168
-1,164
-1,166
-1,172
-1,164
-1,164
-1,166
-1,166
-1,166
-1,164
-1,166
-1,160
-1,164
-1,166
-1,166
-1,166
-1,164
-1,164
-1,166
-1,164
-1,166
-1,166
-1,162
-1,164
-1,164
-1,164
-1,164
-1,164
-1,164
-1,162
-1,166
-1,164
-1,164
-1,166
-1,162
-1,164
-1,162
-1,162
-1,162
-1,162
-1,162
-1,164
-1,162
-1,166
-1,166
-1,166
-1,164
-1,162
-1,166
-1,162
-1,164
-1,164
-1,164
